cust_id,contact_type,duration,contact_num,p_days,p_outcome,y,date
13881,cellular,160,1,999,nonexistent,no,23/07/2008
37203,telephone,697,5,999,nonexistent,no,04/08/2008
4661,cellular,56,4,999,nonexistent,no,02/07/2008
67940,telephone,96,4,999,nonexistent,no,06/05/2008
90835,cellular,116,1,999,nonexistent,no,07/07/2008
48048,cellular,251,2,999,nonexistent,no,17/11/2008
77300,cellular,331,1,999,nonexistent,yes,28/06/2009
50067,cellular,698,5,999,failure,no,22/05/2010
20457,cellular,397,1,999,failure,no,27/05/2009
64909,telephone,243,1,999,nonexistent,no,27/05/2008
38288,cellular,114,1,999,nonexistent,no,29/06/2009
80951,telephone,107,4,999,nonexistent,no,15/06/2008
32589,telephone,272,2,999,failure,no,04/04/2009
97161,cellular,173,2,999,nonexistent,no,21/04/2009
65320,cellular,191,1,999,nonexistent,no,11/07/2008
35384,cellular,263,1,999,nonexistent,no,18/05/2009
11206,telephone,106,2,999,nonexistent,no,28/05/2008
66053,cellular,102,1,999,nonexistent,no,23/08/2008
68915,cellular,22,5,999,nonexistent,no,18/05/2009
4198,telephone,650,2,999,nonexistent,no,30/06/2008
20775,cellular,165,3,999,nonexistent,no,13/07/2008
48934,telephone,114,2,999,nonexistent,no,05/05/2008
17667,cellular,97,2,999,failure,no,05/05/2009
35488,telephone,122,5,999,nonexistent,no,12/06/2008
86661,telephone,39,1,999,failure,no,10/05/2009
41790,cellular,339,3,3,success,yes,02/10/2010
81192,telephone,171,5,999,nonexistent,no,09/05/2008
69496,cellular,67,2,999,nonexistent,no,05/08/2008
82296,telephone,786,2,999,nonexistent,no,11/05/2008
79830,cellular,89,4,999,failure,no,04/05/2009
8452,cellular,90,1,999,nonexistent,no,25/08/2009
67084,cellular,162,2,999,nonexistent,no,04/08/2008
35449,telephone,99,1,999,nonexistent,no,06/07/2008
51866,cellular,281,1,5,success,no,13/04/2009
65389,telephone,98,1,999,nonexistent,no,08/05/2008
27760,cellular,136,1,999,nonexistent,no,04/08/2008
65742,cellular,61,7,999,failure,no,11/11/2008
90667,telephone,206,2,999,nonexistent,no,14/05/2008
55783,telephone,76,2,999,nonexistent,no,21/06/2008
80320,cellular,241,6,999,nonexistent,no,19/07/2008
97371,cellular,881,4,999,nonexistent,no,08/07/2008
20332,cellular,14,4,999,nonexistent,no,21/05/2009
62702,telephone,182,8,999,nonexistent,no,27/05/2008
57482,cellular,98,1,999,failure,no,13/05/2009
70630,cellular,254,2,999,nonexistent,yes,19/08/2009
47184,cellular,371,2,999,nonexistent,no,11/05/2009
59489,telephone,11,1,999,nonexistent,no,23/10/2008
91912,cellular,235,1,6,success,no,11/10/2010
1822,cellular,107,3,999,nonexistent,no,18/08/2008
29822,cellular,133,1,999,failure,no,15/11/2008
32046,telephone,102,1,999,nonexistent,no,08/06/2008
88649,cellular,118,2,999,nonexistent,no,14/08/2008
91878,telephone,395,2,999,nonexistent,yes,15/05/2008
37942,cellular,178,1,999,failure,no,01/11/2008
67624,telephone,131,4,999,nonexistent,no,01/05/2008
20266,cellular,125,1,999,failure,no,23/05/2009
11802,cellular,82,2,999,failure,no,21/05/2009
71682,cellular,139,1,999,nonexistent,no,29/07/2008
58092,telephone,92,3,999,nonexistent,no,11/05/2008
22408,cellular,282,2,999,nonexistent,no,10/07/2008
91953,telephone,259,1,999,nonexistent,no,30/05/2008
53679,cellular,257,3,999,nonexistent,no,21/08/2008
44235,cellular,58,1,999,nonexistent,no,22/08/2008
11383,cellular,24,1,999,nonexistent,no,29/04/2009
93919,cellular,115,3,999,nonexistent,no,24/05/2009
29759,cellular,276,2,999,nonexistent,no,28/04/2009
91700,telephone,343,4,999,nonexistent,no,28/05/2008
99303,telephone,139,5,999,nonexistent,no,03/03/2009
81935,telephone,263,1,999,nonexistent,no,17/06/2008
59556,cellular,873,1,999,failure,no,09/05/2009
85431,telephone,351,1,999,nonexistent,no,07/05/2008
91425,telephone,547,7,999,nonexistent,no,08/05/2008
96392,telephone,5,1,999,failure,no,02/09/2010
22505,telephone,1425,2,999,nonexistent,no,17/07/2008
53045,cellular,181,1,999,nonexistent,no,18/05/2009
9007,cellular,897,3,999,nonexistent,no,26/07/2009
20174,telephone,306,1,999,nonexistent,no,21/05/2008
91718,telephone,8,3,999,nonexistent,no,13/06/2008
25922,cellular,66,1,999,failure,no,07/05/2009
86621,telephone,180,4,999,nonexistent,no,15/05/2008
44536,cellular,78,1,999,nonexistent,no,08/08/2008
55579,telephone,75,1,999,nonexistent,no,12/06/2008
85463,cellular,124,1,999,nonexistent,no,03/04/2009
66625,cellular,868,3,18,failure,yes,18/08/2010
40801,telephone,44,3,999,nonexistent,no,08/05/2008
96935,telephone,161,2,999,nonexistent,no,16/07/2008
38262,telephone,278,2,999,nonexistent,no,10/06/2008
4223,telephone,105,11,999,nonexistent,no,16/06/2008
60132,telephone,151,6,999,nonexistent,no,10/06/2008
77453,cellular,196,2,999,failure,no,16/05/2009
30893,cellular,262,1,999,nonexistent,no,04/07/2008
57548,telephone,108,2,999,nonexistent,no,04/05/2008
85251,cellular,129,4,999,failure,no,20/03/2010
45584,cellular,91,2,6,success,no,07/06/2010
9358,cellular,343,1,999,nonexistent,no,13/08/2008
88403,telephone,185,2,999,nonexistent,no,24/06/2008
6730,telephone,247,1,999,nonexistent,no,16/05/2008
49462,telephone,244,3,999,nonexistent,no,11/08/2008
60540,cellular,132,4,999,nonexistent,no,18/06/2009
10992,cellular,153,4,999,nonexistent,no,22/07/2008
20168,cellular,254,2,999,nonexistent,no,08/05/2009
70981,telephone,322,1,999,nonexistent,no,17/06/2008
61817,cellular,67,3,999,nonexistent,no,23/05/2009
7963,telephone,109,1,999,nonexistent,no,20/07/2008
19514,cellular,437,1,999,failure,yes,01/10/2010
24820,cellular,118,1,999,nonexistent,no,17/08/2008
77658,telephone,28,19,999,nonexistent,no,19/06/2008
47704,telephone,745,4,999,nonexistent,yes,15/05/2008
67889,telephone,29,4,999,nonexistent,no,21/05/2008
32818,cellular,39,6,999,nonexistent,no,07/08/2008
78972,cellular,114,1,999,nonexistent,no,18/05/2009
55548,telephone,44,1,999,nonexistent,no,10/05/2009
28807,cellular,48,5,999,nonexistent,no,13/08/2008
97797,telephone,824,2,999,nonexistent,no,27/05/2008
84156,cellular,96,6,999,nonexistent,no,27/08/2008
57690,cellular,226,4,999,nonexistent,no,01/08/2008
52680,cellular,276,1,999,nonexistent,no,22/08/2008
22390,cellular,139,1,999,nonexistent,no,23/04/2009
1344,telephone,99,3,999,nonexistent,no,01/06/2008
18035,cellular,135,2,999,nonexistent,no,29/07/2008
17298,telephone,205,3,999,nonexistent,no,09/05/2008
74142,cellular,652,2,999,nonexistent,yes,17/04/2009
16562,cellular,438,1,999,nonexistent,no,02/08/2008
35119,cellular,125,1,999,nonexistent,no,11/07/2008
53458,telephone,162,1,999,nonexistent,no,16/08/2008
77771,telephone,178,1,999,nonexistent,no,30/05/2008
51,telephone,163,2,999,nonexistent,yes,11/03/2009
58266,telephone,764,2,999,nonexistent,no,25/05/2008
86202,cellular,187,2,2,success,yes,02/05/2009
43912,cellular,669,6,999,nonexistent,no,11/08/2008
19458,cellular,958,5,999,nonexistent,yes,12/08/2008
40580,cellular,584,1,999,nonexistent,yes,29/07/2008
87011,cellular,428,1,999,nonexistent,no,11/05/2009
11843,telephone,93,1,999,nonexistent,no,18/07/2008
45439,telephone,46,1,999,nonexistent,no,05/05/2008
69281,telephone,128,1,999,nonexistent,no,10/06/2008
16625,cellular,113,2,999,nonexistent,no,28/05/2009
13073,cellular,319,4,999,nonexistent,no,23/07/2008
95289,telephone,103,5,999,nonexistent,no,19/06/2008
93540,telephone,222,11,999,nonexistent,no,12/05/2008
37997,telephone,26,1,999,nonexistent,no,19/06/2008
43940,cellular,289,1,999,nonexistent,no,24/08/2008
28043,cellular,119,2,999,nonexistent,no,02/07/2008
81548,telephone,25,41,999,nonexistent,no,28/06/2008
49730,telephone,140,2,999,nonexistent,no,05/05/2008
52620,cellular,135,3,999,failure,no,07/05/2009
14581,cellular,528,1,999,nonexistent,no,15/05/2009
33485,cellular,165,1,999,nonexistent,no,19/08/2008
22740,telephone,474,1,999,nonexistent,no,17/05/2008
68923,telephone,237,3,999,nonexistent,no,03/06/2008
18131,telephone,115,2,999,nonexistent,no,11/08/2009
46800,telephone,48,2,999,failure,no,19/05/2009
70687,cellular,470,2,999,nonexistent,no,21/07/2008
37257,cellular,104,1,6,success,no,24/10/2009
50249,telephone,289,1,999,nonexistent,no,16/05/2008
90980,cellular,516,2,999,failure,no,02/11/2009
30398,telephone,422,3,999,nonexistent,no,12/05/2008
885,telephone,248,2,999,nonexistent,no,10/07/2008
31982,cellular,130,6,999,nonexistent,no,30/08/2008
50737,cellular,52,2,999,nonexistent,no,30/11/2008
40905,cellular,228,1,999,nonexistent,no,23/07/2008
27937,cellular,77,2,999,nonexistent,no,24/08/2008
67331,cellular,949,2,999,nonexistent,yes,29/04/2009
85036,telephone,246,2,999,nonexistent,no,08/05/2008
35647,cellular,402,1,999,failure,no,18/04/2009
55373,cellular,153,2,6,success,yes,29/05/2010
63172,telephone,149,1,999,nonexistent,no,10/05/2008
78941,cellular,56,1,999,nonexistent,no,12/05/2009
6289,telephone,261,3,999,nonexistent,no,06/05/2008
60282,cellular,415,4,999,failure,yes,26/05/2009
23645,cellular,184,1,999,nonexistent,no,09/05/2009
28081,telephone,70,6,999,nonexistent,no,25/06/2008
56448,cellular,125,2,999,nonexistent,no,26/11/2008
98292,cellular,367,2,999,failure,yes,28/12/2009
79485,telephone,176,6,999,nonexistent,no,07/07/2008
43689,cellular,402,2,999,nonexistent,no,29/05/2009
42932,cellular,83,2,999,nonexistent,no,24/07/2008
17477,cellular,195,2,999,nonexistent,no,03/03/2010
74839,cellular,307,2,999,nonexistent,no,06/05/2009
36702,cellular,287,1,999,nonexistent,no,15/08/2008
97740,cellular,156,1,999,nonexistent,no,14/07/2008
4887,telephone,111,5,999,nonexistent,no,23/06/2008
85038,cellular,67,6,999,nonexistent,no,01/07/2008
5414,cellular,129,2,999,nonexistent,no,29/08/2008
34100,cellular,190,2,999,nonexistent,no,07/05/2009
31311,telephone,125,2,999,nonexistent,no,19/05/2009
73339,cellular,78,2,999,nonexistent,no,16/03/2009
96221,cellular,72,5,999,nonexistent,no,09/07/2008
58361,cellular,575,1,999,nonexistent,no,09/07/2008
31634,cellular,233,1,999,failure,no,21/11/2008
10048,cellular,160,2,999,nonexistent,yes,26/06/2009
1261,cellular,70,2,999,nonexistent,no,26/11/2008
29034,cellular,143,2,999,failure,no,22/05/2009
90799,cellular,108,5,999,nonexistent,no,29/07/2008
32384,telephone,154,2,999,nonexistent,no,19/06/2008
58291,telephone,160,3,999,nonexistent,no,13/05/2008
39191,cellular,165,1,999,failure,no,08/05/2010
518,telephone,135,3,999,nonexistent,no,26/07/2008
55784,cellular,227,2,999,nonexistent,no,03/08/2009
7784,telephone,82,1,999,nonexistent,no,26/05/2008
80629,cellular,13,9,999,nonexistent,no,16/05/2009
59096,telephone,229,1,999,nonexistent,no,09/05/2008
69977,telephone,43,1,999,nonexistent,no,22/06/2008
4437,telephone,132,2,999,nonexistent,no,29/05/2008
15974,cellular,236,4,3,success,yes,30/03/2010
45823,telephone,167,11,999,nonexistent,no,19/07/2008
56338,telephone,122,1,999,nonexistent,no,14/05/2008
80003,telephone,787,1,999,nonexistent,yes,28/05/2008
21352,cellular,143,1,999,nonexistent,no,10/05/2009
45116,cellular,217,1,999,failure,no,27/05/2009
75576,telephone,238,3,999,nonexistent,no,27/05/2008
99529,cellular,577,1,999,nonexistent,yes,14/03/2010
74893,cellular,79,3,999,nonexistent,no,20/11/2008
87419,cellular,232,4,999,nonexistent,no,06/07/2008
94875,cellular,98,1,999,nonexistent,no,13/07/2008
26625,cellular,49,1,999,nonexistent,no,04/07/2008
99962,cellular,486,1,999,nonexistent,yes,13/10/2010
26795,cellular,781,1,999,nonexistent,yes,17/07/2008
65593,cellular,259,1,999,nonexistent,no,29/07/2008
25777,cellular,208,1,999,nonexistent,no,06/08/2008
14063,cellular,118,1,999,nonexistent,no,23/11/2008
81902,telephone,58,1,999,nonexistent,no,05/06/2008
65595,telephone,264,5,999,nonexistent,no,13/07/2008
52654,cellular,109,2,999,nonexistent,no,14/11/2008
23469,telephone,179,1,999,nonexistent,no,03/05/2008
86588,cellular,127,1,999,nonexistent,no,02/07/2008
88448,telephone,115,1,999,nonexistent,no,01/06/2008
46741,cellular,313,1,999,nonexistent,no,13/07/2008
67248,telephone,44,3,999,nonexistent,no,01/06/2008
12034,cellular,68,9,999,nonexistent,no,16/07/2008
70188,cellular,257,1,999,nonexistent,no,07/08/2008
58141,cellular,264,1,999,failure,no,10/04/2009
46236,telephone,634,2,999,nonexistent,no,12/05/2008
63632,telephone,343,1,999,nonexistent,no,03/05/2008
98625,cellular,148,1,999,failure,yes,08/08/2009
98590,telephone,256,1,999,nonexistent,no,26/05/2008
74429,telephone,130,7,999,nonexistent,no,10/07/2008
43962,telephone,69,1,999,nonexistent,no,19/06/2008
57566,telephone,9,13,999,nonexistent,no,09/07/2008
30784,cellular,84,1,999,nonexistent,no,21/11/2008
97870,telephone,87,1,999,nonexistent,no,15/06/2008
80460,telephone,543,9,999,failure,no,17/09/2010
8156,cellular,160,14,999,nonexistent,no,18/07/2008
60313,cellular,102,2,999,failure,no,05/03/2010
33387,cellular,246,2,999,nonexistent,yes,25/10/2010
62007,telephone,166,1,999,nonexistent,no,21/05/2008
67379,cellular,75,3,999,nonexistent,no,27/07/2008
28107,cellular,110,1,999,nonexistent,no,05/08/2008
17933,telephone,253,2,999,nonexistent,no,16/05/2008
81467,cellular,216,3,999,nonexistent,no,18/08/2008
91115,cellular,87,3,999,nonexistent,no,08/07/2008
56557,cellular,180,2,999,nonexistent,yes,30/03/2010
64135,telephone,235,1,999,nonexistent,no,23/06/2008
25255,telephone,49,1,999,nonexistent,no,24/05/2008
9897,telephone,563,2,999,nonexistent,no,02/04/2009
14844,cellular,117,3,999,nonexistent,no,22/07/2008
61550,cellular,61,3,999,nonexistent,no,06/08/2008
31028,cellular,228,2,999,failure,yes,28/05/2010
14125,cellular,222,7,999,nonexistent,no,18/07/2008
67370,telephone,242,1,999,nonexistent,no,20/05/2008
27452,telephone,455,1,999,nonexistent,no,09/05/2008
61290,telephone,36,6,999,nonexistent,no,03/05/2009
52338,telephone,80,4,999,nonexistent,no,18/03/2009
94946,cellular,552,2,999,nonexistent,no,10/08/2008
65461,cellular,97,2,999,nonexistent,no,11/08/2008
94074,cellular,210,1,999,nonexistent,no,25/07/2008
71084,cellular,252,2,3,success,yes,25/09/2010
72190,cellular,855,2,999,failure,yes,15/05/2009
70660,cellular,148,1,999,nonexistent,no,24/08/2008
75833,cellular,318,1,999,nonexistent,no,24/04/2009
68588,cellular,77,2,999,nonexistent,no,16/05/2009
30027,telephone,132,4,999,nonexistent,no,15/06/2008
38463,cellular,29,1,999,failure,no,22/05/2009
96566,cellular,149,2,999,nonexistent,no,02/11/2008
98454,cellular,75,1,999,nonexistent,no,17/04/2009
59079,cellular,134,2,999,nonexistent,no,23/05/2009
60293,cellular,120,4,999,nonexistent,no,26/07/2008
26639,telephone,102,2,999,nonexistent,no,18/05/2008
37676,telephone,151,1,999,nonexistent,no,24/06/2008
87112,cellular,399,2,999,failure,no,16/11/2008
27109,cellular,672,2,999,nonexistent,yes,25/05/2009
77109,telephone,77,4,999,nonexistent,no,11/05/2008
32007,telephone,244,5,999,nonexistent,no,13/05/2008
94958,cellular,91,1,999,nonexistent,no,24/08/2008
7220,cellular,139,1,999,nonexistent,no,19/07/2008
48581,telephone,185,4,999,nonexistent,no,16/06/2008
41367,cellular,970,1,999,failure,yes,13/04/2009
56663,cellular,14,28,999,nonexistent,no,05/07/2008
97792,cellular,222,1,999,nonexistent,no,23/08/2008
36514,cellular,88,1,999,nonexistent,no,10/08/2008
14519,cellular,11,5,999,nonexistent,no,16/05/2009
22517,telephone,32,1,999,failure,no,12/05/2009
38477,telephone,429,1,999,nonexistent,no,30/05/2008
7024,telephone,126,4,999,nonexistent,no,26/06/2008
5290,telephone,168,1,999,nonexistent,no,23/06/2008
57043,telephone,64,1,999,nonexistent,no,23/08/2008
68464,cellular,113,1,999,nonexistent,no,02/05/2010
61070,cellular,103,3,999,failure,no,16/11/2008
46152,cellular,224,4,999,nonexistent,yes,09/05/2009
69687,cellular,113,1,999,nonexistent,no,27/07/2008
50036,telephone,253,2,999,nonexistent,no,16/06/2008
60646,telephone,572,1,999,nonexistent,no,18/05/2008
24477,cellular,55,2,999,failure,no,25/05/2009
43656,telephone,313,2,999,nonexistent,no,10/05/2008
28444,cellular,68,1,999,nonexistent,no,17/07/2008
14067,telephone,200,1,999,nonexistent,no,28/06/2008
16502,cellular,111,1,999,failure,no,15/11/2008
24918,cellular,144,1,999,nonexistent,no,18/07/2008
28764,cellular,409,2,3,success,yes,09/09/2010
34996,cellular,370,2,999,nonexistent,no,04/08/2008
40498,telephone,217,1,999,nonexistent,no,19/05/2008
7471,telephone,104,1,999,nonexistent,no,07/08/2008
8877,cellular,138,1,7,failure,no,11/11/2009
42508,cellular,156,4,999,nonexistent,no,12/05/2009
49429,cellular,132,2,999,nonexistent,no,04/11/2008
64794,cellular,239,2,999,nonexistent,no,09/05/2009
23631,telephone,191,2,999,nonexistent,no,02/05/2008
82417,telephone,40,1,999,nonexistent,no,09/06/2008
66809,telephone,30,1,999,nonexistent,no,30/07/2008
17463,cellular,528,3,999,nonexistent,no,04/05/2009
58192,telephone,19,5,999,nonexistent,no,06/05/2008
77927,cellular,151,1,3,success,yes,19/08/2009
78290,cellular,213,10,999,nonexistent,no,22/07/2008
2609,cellular,525,1,999,nonexistent,no,09/10/2009
53995,cellular,147,1,999,nonexistent,no,07/07/2008
29168,cellular,66,1,999,failure,no,09/05/2009
73133,cellular,417,1,3,success,yes,02/05/2009
43730,cellular,55,2,999,failure,no,23/05/2009
49332,telephone,126,1,999,nonexistent,no,18/05/2008
11564,cellular,215,1,6,success,yes,07/03/2010
99779,telephone,232,2,999,nonexistent,no,16/05/2008
35523,cellular,132,1,999,nonexistent,no,07/04/2009
95260,telephone,180,2,999,nonexistent,no,29/05/2008
53095,telephone,379,2,999,nonexistent,no,11/05/2008
31333,cellular,403,4,999,nonexistent,no,11/05/2009
34931,cellular,79,6,999,nonexistent,no,01/07/2008
24299,cellular,171,2,999,failure,no,16/11/2008
13392,cellular,696,10,999,nonexistent,yes,14/12/2009
20801,cellular,346,2,5,success,no,01/06/2010
33236,cellular,114,1,999,nonexistent,no,09/05/2009
79591,telephone,98,4,999,nonexistent,no,15/11/2008
84556,telephone,243,2,999,nonexistent,no,30/05/2008
43506,cellular,304,1,999,nonexistent,no,26/07/2008
4575,cellular,769,4,999,nonexistent,no,21/11/2008
97664,cellular,592,3,999,failure,yes,01/08/2010
43148,cellular,141,3,999,nonexistent,no,09/11/2009
43638,cellular,179,2,999,nonexistent,no,07/04/2009
71409,telephone,81,2,999,nonexistent,no,21/05/2008
90605,cellular,91,2,999,nonexistent,no,18/04/2009
33858,telephone,200,2,999,failure,no,09/05/2009
84,cellular,43,3,999,nonexistent,no,11/08/2008
6697,telephone,951,2,999,nonexistent,no,19/05/2008
14955,cellular,506,3,999,nonexistent,no,01/07/2008
92129,cellular,33,3,999,nonexistent,no,18/07/2008
73813,telephone,268,3,999,nonexistent,no,16/05/2008
90716,cellular,189,1,999,nonexistent,no,03/07/2008
16264,telephone,379,4,999,nonexistent,no,22/05/2008
19745,cellular,614,1,999,failure,no,16/04/2009
99162,cellular,213,3,999,nonexistent,no,24/07/2008
78236,cellular,150,1,999,nonexistent,no,04/11/2008
2110,telephone,227,1,999,nonexistent,no,14/05/2008
67851,cellular,301,2,999,nonexistent,no,13/08/2008
63731,cellular,158,5,999,nonexistent,no,22/08/2008
26166,cellular,251,3,999,nonexistent,no,17/07/2008
56854,telephone,332,3,999,failure,yes,27/07/2010
94211,cellular,114,2,999,nonexistent,no,09/07/2008
33713,cellular,96,1,999,nonexistent,no,25/07/2008
23874,cellular,296,1,999,failure,yes,27/04/2010
34125,cellular,93,3,999,nonexistent,no,03/05/2009
50960,cellular,133,1,999,nonexistent,no,03/07/2008
23200,cellular,875,1,999,nonexistent,yes,18/09/2009
40610,cellular,234,5,999,failure,no,18/11/2008
69181,cellular,226,2,999,nonexistent,no,04/11/2008
46023,telephone,123,2,999,nonexistent,no,24/06/2008
13446,cellular,416,1,999,nonexistent,yes,09/05/2009
50288,telephone,32,1,999,nonexistent,no,05/05/2008
58088,telephone,133,1,999,nonexistent,no,12/05/2008
10939,telephone,543,2,999,nonexistent,yes,23/05/2008
34629,telephone,23,1,999,nonexistent,no,05/06/2008
74501,telephone,342,3,999,nonexistent,no,01/06/2008
87942,cellular,243,3,3,success,yes,23/06/2009
60709,cellular,651,4,999,nonexistent,no,30/04/2009
19633,cellular,44,2,999,failure,no,27/05/2009
93883,cellular,237,3,999,nonexistent,no,20/07/2008
74561,cellular,1598,4,999,failure,yes,20/05/2009
52591,cellular,322,2,999,nonexistent,no,07/11/2008
42787,cellular,323,1,999,nonexistent,no,22/05/2009
99586,telephone,157,3,999,nonexistent,no,07/05/2008
17687,cellular,283,1,999,nonexistent,no,08/08/2008
50944,cellular,132,2,999,failure,no,02/04/2009
56077,telephone,95,3,999,nonexistent,no,15/05/2008
40868,cellular,321,1,999,nonexistent,no,22/05/2009
45857,telephone,296,2,999,nonexistent,no,04/07/2008
3249,cellular,652,1,999,nonexistent,no,28/05/2009
24405,cellular,239,3,999,failure,no,24/05/2009
25434,telephone,333,1,999,nonexistent,no,10/05/2008
4086,cellular,185,1,999,nonexistent,no,21/11/2009
73758,cellular,211,5,999,nonexistent,no,01/05/2009
27941,cellular,616,3,999,nonexistent,no,26/07/2008
36718,telephone,102,2,999,nonexistent,no,12/05/2008
13160,telephone,270,1,999,nonexistent,no,05/05/2008
49776,cellular,1071,3,999,nonexistent,yes,12/07/2008
18704,cellular,182,1,999,nonexistent,no,21/08/2008
30499,cellular,192,4,999,nonexistent,no,16/08/2008
88863,cellular,124,1,999,nonexistent,no,19/07/2008
81840,cellular,50,5,999,nonexistent,no,13/05/2009
38752,cellular,208,1,999,nonexistent,no,16/04/2009
79271,cellular,184,1,999,nonexistent,no,10/07/2008
16796,cellular,597,2,3,success,yes,11/11/2010
86957,telephone,527,1,999,nonexistent,no,02/06/2008
71680,cellular,154,4,999,nonexistent,no,24/07/2008
77602,telephone,239,2,999,nonexistent,no,10/05/2008
34604,telephone,104,7,999,nonexistent,no,05/06/2008
7174,telephone,81,1,999,nonexistent,no,27/08/2008
39411,telephone,21,31,999,nonexistent,no,08/07/2008
40767,cellular,178,1,999,nonexistent,no,22/11/2008
84728,telephone,126,14,999,nonexistent,no,22/06/2008
2717,cellular,158,5,999,nonexistent,no,29/11/2008
14752,cellular,237,2,999,nonexistent,no,07/07/2008
51456,telephone,92,2,999,nonexistent,no,09/05/2008
44958,cellular,365,1,3,success,yes,14/09/2009
4692,cellular,742,4,999,nonexistent,yes,21/05/2009
46347,telephone,194,3,999,nonexistent,no,20/05/2008
3645,telephone,1059,2,999,nonexistent,yes,15/05/2008
59194,cellular,44,1,999,nonexistent,no,20/11/2008
46804,cellular,174,1,999,nonexistent,no,01/07/2008
1249,cellular,722,3,999,failure,no,13/11/2008
27476,telephone,63,1,999,nonexistent,no,09/06/2008
72317,cellular,125,1,999,nonexistent,no,12/07/2008
74803,telephone,130,3,999,nonexistent,no,02/05/2008
74432,cellular,255,1,999,nonexistent,no,18/07/2008
7771,telephone,609,1,999,nonexistent,no,08/05/2008
15034,cellular,19,5,999,nonexistent,no,02/04/2009
17729,telephone,573,1,999,nonexistent,no,26/06/2008
5788,cellular,130,2,999,failure,no,29/10/2010
36451,cellular,161,1,999,nonexistent,no,29/11/2008
47946,cellular,44,1,999,nonexistent,no,23/05/2009
77958,cellular,223,2,999,nonexistent,no,28/05/2009
84273,telephone,27,1,999,nonexistent,no,14/05/2008
3069,cellular,500,1,999,nonexistent,no,13/05/2009
65703,cellular,175,2,999,nonexistent,no,07/05/2009
99500,cellular,93,3,999,nonexistent,no,11/07/2008
88736,cellular,118,1,999,failure,no,13/06/2009
13119,telephone,434,4,999,nonexistent,no,26/05/2008
79057,cellular,199,15,999,nonexistent,no,28/05/2009
60365,cellular,923,1,999,nonexistent,yes,28/05/2009
94394,cellular,501,1,999,nonexistent,no,23/11/2008
34738,cellular,503,2,5,success,yes,13/07/2009
68287,cellular,275,2,999,nonexistent,no,28/05/2009
94727,cellular,538,1,999,nonexistent,no,20/07/2008
68036,cellular,240,5,999,nonexistent,no,06/07/2008
18014,cellular,82,2,999,nonexistent,no,06/04/2009
93674,cellular,172,3,999,nonexistent,no,11/08/2010
5685,cellular,191,1,999,nonexistent,no,16/07/2008
86704,telephone,177,2,999,nonexistent,no,08/05/2008
25145,telephone,117,1,999,nonexistent,no,22/07/2008
26014,cellular,124,2,999,nonexistent,no,06/08/2008
30074,telephone,422,2,999,nonexistent,no,27/05/2008
97663,cellular,118,1,999,failure,no,16/05/2009
80975,telephone,229,2,999,nonexistent,no,02/05/2008
88986,cellular,233,4,999,nonexistent,no,07/05/2009
72524,cellular,122,2,999,nonexistent,no,23/11/2008
36322,cellular,176,1,999,nonexistent,no,28/11/2008
11592,telephone,73,3,999,nonexistent,no,27/06/2008
38700,cellular,256,1,11,success,no,03/05/2009
33735,telephone,86,2,999,nonexistent,no,13/05/2008
31780,cellular,161,2,999,nonexistent,no,20/08/2008
3503,cellular,442,2,999,failure,no,04/06/2010
89687,cellular,228,1,999,nonexistent,no,23/08/2008
10201,cellular,88,1,999,nonexistent,no,22/07/2008
19572,cellular,630,2,999,nonexistent,no,30/07/2008
3907,telephone,62,4,999,failure,no,23/05/2009
43218,telephone,160,2,999,nonexistent,no,28/05/2008
79087,telephone,184,2,999,nonexistent,no,07/05/2008
48617,telephone,198,1,999,nonexistent,no,29/06/2010
90677,telephone,187,1,999,nonexistent,no,09/06/2008
30583,cellular,333,2,999,failure,no,08/05/2009
44445,cellular,143,1,999,failure,no,22/05/2009
79433,cellular,72,2,999,nonexistent,no,02/11/2008
49009,cellular,75,4,999,nonexistent,no,16/08/2008
61477,telephone,64,1,999,nonexistent,no,11/05/2008
70627,cellular,95,1,999,failure,no,09/05/2009
3140,cellular,279,3,999,nonexistent,no,29/11/2008
9634,cellular,93,1,999,nonexistent,no,14/11/2008
49019,cellular,472,1,999,failure,no,21/05/2009
38672,telephone,140,1,999,nonexistent,no,06/07/2008
67339,cellular,130,3,999,nonexistent,no,25/08/2008
35999,cellular,415,2,999,nonexistent,no,12/04/2009
94871,cellular,264,1,999,nonexistent,no,06/08/2008
80361,cellular,1491,2,999,nonexistent,yes,19/07/2008
19832,cellular,206,2,999,failure,no,19/11/2008
80239,cellular,957,1,999,failure,yes,25/11/2008
80516,cellular,639,3,999,failure,no,13/05/2009
2652,cellular,284,1,999,failure,no,15/04/2009
4020,cellular,101,2,999,nonexistent,no,25/07/2008
32273,telephone,172,2,999,nonexistent,no,03/06/2008
12961,cellular,1468,3,999,nonexistent,yes,14/11/2008
8392,cellular,246,2,999,nonexistent,yes,10/04/2009
30955,cellular,1008,1,999,failure,yes,19/05/2009
26526,cellular,321,5,999,nonexistent,no,12/07/2008
85655,cellular,21,2,999,nonexistent,no,10/07/2008
41198,cellular,1106,2,999,nonexistent,yes,28/10/2009
72750,cellular,271,2,999,nonexistent,no,04/06/2009
30960,cellular,106,1,999,nonexistent,no,19/08/2008
76791,cellular,34,1,999,nonexistent,no,07/05/2009
78373,telephone,935,3,999,nonexistent,yes,24/05/2008
